7717 [Forwarding maximizeCurrentWindow on session f4c9e1092ac495789d26af447e29c651 to remote] DEBUG org.apache.http.impl.conn.DefaultManagedHttpClientConnection:90  - http-outgoing-2: set socket timeout to 10800000
7717 [Forwarding maximizeCurrentWindow on session f4c9e1092ac495789d26af447e29c651 to remote] DEBUG org.apache.http.impl.execchain.MainClientExec:255  - Executing request POST /session/f4c9e1092ac495789d26af447e29c651/window/current/maximize HTTP/1.1
7718 [Forwarding maximizeCurrentWindow on session f4c9e1092ac495789d26af447e29c651 to remote] DEBUG org.apache.http.impl.execchain.MainClientExec:260  - Target auth state: UNCHALLENGED
7730 [Forwarding maximizeCurrentWindow on session f4c9e1092ac495789d26af447e29c651 to remote] DEBUG org.apache.http.impl.execchain.MainClientExec:266  - Proxy auth state: UNCHALLENGED
7731 [Forwarding maximizeCurrentWindow on session f4c9e1092ac495789d26af447e29c651 to remote] DEBUG org.apache.http.headers:135  - http-outgoing-2 >> POST /session/f4c9e1092ac495789d26af447e29c651/window/current/maximize HTTP/1.1
7731 [Forwarding maximizeCurrentWindow on session f4c9e1092ac495789d26af447e29c651 to remote] DEBUG org.apache.http.headers:138  - http-outgoing-2 >> Content-Type: application/json; charset=utf-8
7732 [Forwarding maximizeCurrentWindow on session f4c9e1092ac495789d26af447e29c651 to remote] DEBUG org.apache.http.headers:138  - http-outgoing-2 >> Content-Length: 45
7733 [Forwarding maximizeCurrentWindow on session f4c9e1092ac495789d26af447e29c651 to remote] DEBUG org.apache.http.headers:138  - http-outgoing-2 >> Host: localhost:35803
7734 [Forwarding maximizeCurrentWindow on session f4c9e1092ac495789d26af447e29c651 to remote] DEBUG org.apache.http.headers:138  - http-outgoing-2 >> Connection: Keep-Alive
7734 [Forwarding maximizeCurrentWindow on session f4c9e1092ac495789d26af447e29c651 to remote] DEBUG org.apache.http.headers:138  - http-outgoing-2 >> User-Agent: Apache-HttpClient/4.5.2 (Java/1.8.0_111)
7735 [Forwarding maximizeCurrentWindow on session f4c9e1092ac495789d26af447e29c651 to remote] DEBUG org.apache.http.headers:138  - http-outgoing-2 >> Accept-Encoding: gzip,deflate
7735 [Forwarding maximizeCurrentWindow on session f4c9e1092ac495789d26af447e29c651 to remote] DEBUG org.apache.http.wire:72  - http-outgoing-2 >> "POST /session/f4c9e1092ac495789d26af447e29c651/window/current/maximize HTTP/1.1[\r][\n]"
7736 [Forwarding maximizeCurrentWindow on session f4c9e1092ac495789d26af447e29c651 to remote] DEBUG org.apache.http.wire:72  - http-outgoing-2 >> "Content-Type: application/json; charset=utf-8[\r][\n]"
7737 [Forwarding maximizeCurrentWindow on session f4c9e1092ac495789d26af447e29c651 to remote] DEBUG org.apache.http.wire:72  - http-outgoing-2 >> "Content-Length: 45[\r][\n]"
7739 [Forwarding maximizeCurrentWindow on session f4c9e1092ac495789d26af447e29c651 to remote] DEBUG org.apache.http.wire:72  - http-outgoing-2 >> "Host: localhost:35803[\r][\n]"
7740 [Forwarding maximizeCurrentWindow on session f4c9e1092ac495789d26af447e29c651 to remote] DEBUG org.apache.http.wire:72  - http-outgoing-2 >> "Connection: Keep-Alive[\r][\n]"
7740 [Forwarding maximizeCurrentWindow on session f4c9e1092ac495789d26af447e29c651 to remote] DEBUG org.apache.http.wire:72  - http-outgoing-2 >> "User-Agent: Apache-HttpClient/4.5.2 (Java/1.8.0_111)[\r][\n]"
7742 [Forwarding maximizeCurrentWindow on session f4c9e1092ac495789d26af447e29c651 to remote] DEBUG org.apache.http.wire:72  - http-outgoing-2 >> "Accept-Encoding: gzip,deflate[\r][\n]"
7742 [Forwarding maximizeCurrentWindow on session f4c9e1092ac495789d26af447e29c651 to remote] DEBUG org.apache.http.wire:72  - http-outgoing-2 >> "[\r][\n]"
7753 [Forwarding maximizeCurrentWindow on session f4c9e1092ac495789d26af447e29c651 to remote] DEBUG org.apache.http.wire:86  - http-outgoing-2 >> "{"windowHandle":"current","handle":"current"}"
8940 [Forwarding maximizeCurrentWindow on session f4c9e1092ac495789d26af447e29c651 to remote] DEBUG org.apache.http.wire:72  - http-outgoing-2 << "HTTP/1.1 200 OK[\r][\n]"
8941 [Forwarding maximizeCurrentWindow on session f4c9e1092ac495789d26af447e29c651 to remote] DEBUG org.apache.http.wire:72  - http-outgoing-2 << "Content-Length:72[\r][\n]"
8942 [Forwarding maximizeCurrentWindow on session f4c9e1092ac495789d26af447e29c651 to remote] DEBUG org.apache.http.wire:72  - http-outgoing-2 << "Content-Type:application/json; charset=utf-8[\r][\n]"
8954 [Forwarding maximizeCurrentWindow on session f4c9e1092ac495789d26af447e29c651 to remote] DEBUG org.apache.http.wire:72  - http-outgoing-2 << "Connection:close[\r][\n]"
8955 [Forwarding maximizeCurrentWindow on session f4c9e1092ac495789d26af447e29c651 to remote] DEBUG org.apache.http.wire:72  - http-outgoing-2 << "[\r][\n]"
8957 [Forwarding maximizeCurrentWindow on session f4c9e1092ac495789d26af447e29c651 to remote] DEBUG org.apache.http.wire:86  - http-outgoing-2 << "{"sessionId":"f4c9e1092ac495789d26af447e29c651","status":0,"value":null}"
8958 [Forwarding maximizeCurrentWindow on session f4c9e1092ac495789d26af447e29c651 to remote] DEBUG org.apache.http.headers:124  - http-outgoing-2 << HTTP/1.1 200 OK
8960 [Forwarding maximizeCurrentWindow on session f4c9e1092ac495789d26af447e29c651 to remote] DEBUG org.apache.http.headers:127  - http-outgoing-2 << Content-Length:72
8961 [Forwarding maximizeCurrentWindow on session f4c9e1092ac495789d26af447e29c651 to remote] DEBUG org.apache.http.headers:127  - http-outgoing-2 << Content-Type:application/json; charset=utf-8
8962 [Forwarding maximizeCurrentWindow on session f4c9e1092ac495789d26af447e29c651 to remote] DEBUG org.apache.http.headers:127  - http-outgoing-2 << Connection:close
8964 [Forwarding maximizeCurrentWindow on session f4c9e1092ac495789d26af447e29c651 to remote] DEBUG org.apache.http.impl.conn.DefaultManagedHttpClientConnection:81  - http-outgoing-2: Close connection
8965 [Forwarding maximizeCurrentWindow on session f4c9e1092ac495789d26af447e29c651 to remote] DEBUG org.apache.http.impl.execchain.MainClientExec:103  - Connection discarded
8966 [Forwarding maximizeCurrentWindow on session f4c9e1092ac495789d26af447e29c651 to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager:320  - Connection released: [id: 2][route: {}->http://localhost:35803][total kept alive: 0; route allocated: 0 of 2000; total allocated: 0 of 2000]
8971 [Forwarding setTimeout on session f4c9e1092ac495789d26af447e29c651 to remote] DEBUG org.apache.http.client.protocol.RequestAddCookies:122  - CookieSpec selected: default
8971 [Forwarding setTimeout on session f4c9e1092ac495789d26af447e29c651 to remote] DEBUG org.apache.http.client.protocol.RequestAuthCache:76  - Auth cache not set in the context
8972 [Forwarding setTimeout on session f4c9e1092ac495789d26af447e29c651 to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager:249  - Connection request: [route: {}->http://localhost:35803][total kept alive: 0; route allocated: 0 of 2000; total allocated: 0 of 2000]
